learning_rate,final_gap,min_gap,max_abs_reward,reward_range,weight_l2,max_abs_weight,plot_path,gap_path
0.001,5.383391106604192,5.383391106604192,0.040598720511624796,0.05059871899835151,0.05392882100796808,0.040598720511624796,/Users/ssethi/Documents/690_S2/MaxEntIRL_assignment/learning_rate_outputs/reward_lr_0p001.png,/Users/ssethi/Documents/690_S2/MaxEntIRL_assignment/learning_rate_outputs/gaps_lr_0p001.npy
0.005,5.312404754309597,5.312404754309597,0.19787559090752824,0.24787556950230852,0.2677803579012467,0.19787559090752824,/Users/ssethi/Documents/690_S2/MaxEntIRL_assignment/learning_rate_outputs/reward_lr_0p005.png,/Users/ssethi/Documents/690_S2/MaxEntIRL_assignment/learning_rate_outputs/gaps_lr_0p005.npy
0.1,1.1504224248267163,1.1504224248267163,2.24554818281615,2.775149137907275,3.0517596035583985,2.24554818281615,/Users/ssethi/Documents/690_S2/MaxEntIRL_assignment/learning_rate_outputs/reward_lr_0p1.png,/Users/ssethi/Documents/690_S2/MaxEntIRL_assignment/learning_rate_outputs/gaps_lr_0p1.npy
0.3,0.6052438558007203,0.6052438558007203,3.7830338533927232,4.4800935634794055,4.63302389594772,3.7830338533927232,/Users/ssethi/Documents/690_S2/MaxEntIRL_assignment/learning_rate_outputs/reward_lr_0p3.png,/Users/ssethi/Documents/690_S2/MaxEntIRL_assignment/learning_rate_outputs/gaps_lr_0p3.npy
0.5,1.922692940525851,0.8562241280188255,4.706782581541788,5.602967851028023,5.598419357303276,4.706782581541788,/Users/ssethi/Documents/690_S2/MaxEntIRL_assignment/learning_rate_outputs/reward_lr_0p5.png,/Users/ssethi/Documents/690_S2/MaxEntIRL_assignment/learning_rate_outputs/gaps_lr_0p5.npy
0.8,6.230094247901425,1.8026024596837285,6.331363857950174,8.825013169727654,9.760154926178563,6.331363857950174,/Users/ssethi/Documents/690_S2/MaxEntIRL_assignment/learning_rate_outputs/reward_lr_0p8.png,/Users/ssethi/Documents/690_S2/MaxEntIRL_assignment/learning_rate_outputs/gaps_lr_0p8.npy
1.0,2.177402221030651,1.268064799427947,7.879144346972498,10.256698546286511,9.186442172831942,7.879144346972498,/Users/ssethi/Documents/690_S2/MaxEntIRL_assignment/learning_rate_outputs/reward_lr_1p0.png,/Users/ssethi/Documents/690_S2/MaxEntIRL_assignment/learning_rate_outputs/gaps_lr_1p0.npy
2.0,2.6038624962674,1.3638225041564036,15.774458296186411,21.776067539626798,19.25057109311228,15.774458296186411,/Users/ssethi/Documents/690_S2/MaxEntIRL_assignment/learning_rate_outputs/reward_lr_2p0.png,/Users/ssethi/Documents/690_S2/MaxEntIRL_assignment/learning_rate_outputs/gaps_lr_2p0.npy
